index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,openl3_embedding
0,Hide in Your ShellSupertramp,Supertramp,Hide in Your Shell,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",0ldE7rHWykc9OUViCzdviV,,409889.0,51.0,False,0.476,0.355,7.0,-12.843,0.0,0.0429,0.471,7.42e-05,0.297,0.319,111.667,4.0,
1,Vento k h o,o k h o,Vent,"['chillhop', 'lo-fi beats', 'phonk']",3wJTCCMHtuOdDg4fJzkd0i,https://p.scdn.co/mp3-preview/17715e8450561f32e0b0e7ac0dde445a13fba769?cid=b8d3901151d34489a160e3cf0ab1fa94,164935.0,54.0,False,0.459,0.518,10.0,-9.398,0.0,0.0783,0.513,0.219,0.171,0.224,77.703,4.0,"2.1601093,2.1217008,3.4766328,2.0143945,2.094443,1.5656155,4.4368935,2.0379374,3.5772347,3.7900667,2.1574917,2.4515715,1.9279368,2.645798,1.8693844,1.9659063,2.270376,3.8220296,2.3064165,3.95815,2.7829232,3.5067139,1.3494531,4.2177887,2.8441305,4.0936127,1.7182384,4.210739,3.8218374,2.3815842,2.3050344,1.5446025,1.006986,3.0527365,1.2048067,0.7648739,1.5997891,3.0614963,2.301892,3.80514,2.595454,3.2969933,1.8811865,3.5620635,2.8785088,0.74335337,3.921888,1.5540378,2.661531,2.4059708,2.731656,1.7427362,1.4165411,2.3156178,0.86034113,2.460804,2.6628373,3.763334,1.5424303,1.3611591,2.6339593,2.6915693,3.4295993,1.4201163,3.7717516,2.5781078,1.4074184,2.9342132,1.6041746,0.8097148,0.6313741,1.8382217,2.5485938,3.5697618,1.8501014,2.380562,2.5068917,2.3746655,2.9888377,2.2596965,3.560204,2.4540012,1.5936028,2.6080003,2.9503765,1.8495256,2.7863758,2.737149,2.5565917,1.2569085,2.4098701,2.6058135,2.1013467,1.869429,2.3743134,1.4419639,2.6160018,2.0776002,4.0877314,1.5552409,1.9383736,1.9399891,1.3880894,1.0048733,4.7455387,2.7096484,1.7002087,2.5035434,1.8167546,2.8121464,0.8994488,4.3605614,3.2061915,3.255144,2.6381836,2.9522624,2.8538032,2.2309356,2.0321383,2.076097,2.7205486,1.4439228,2.5163512,2.918547,1.7823186,3.6875796,5.058395,3.0187051,2.8751252,3.593716,2.2490149,2.2377882,5.158577,2.8609836,0.9459986,3.078501,2.0313983,2.9906135,2.46983,2.3484004,1.3237367,4.66184,1.9393331,0.8312314,1.4689733,2.605299,1.6642383,1.0557966,1.8065395,2.3933127,2.1418192,4.335174,4.7198906,2.9060283,2.4718769,1.8688977,2.1054711,1.8394773,2.765485,1.664499,0.85638857,3.2941306,4.266609,1.8160099,0.740583,2.470672,1.5141972,2.05941,2.203434,3.712194,2.126217,1.7209588,3.4765482,0.9472632,2.4946682,2.3563375,2.507811,1.2568018,2.5193028,3.7484226,2.891699,1.55816,0.41105217,1.710294,3.4628718,5.1238194,1.7149305,2.5328088,3.9249308,1.999263,0.9980696,2.9282184,3.616697,3.0008974,1.9644378,2.3209028,2.631931,1.4118282,0.7722848,2.6974075,1.2037107,5.143025,2.5375924,1.3812041,2.4859867,2.2688828,1.6671827,2.1426876,1.2987145,2.3903115,2.4442677,2.9650073,2.7641644,3.4983513,1.5724206,2.6564314,1.9648452,2.0654373,1.3705364,2.9831715,1.3440385,3.687609,3.509656,1.7061858,0.58535695,1.5955184,0.7489116,2.2897751,2.7638001,2.45733,1.6655045,2.7750936,1.6520833,1.9291748,2.1767757,3.7917519,4.0680237,3.0379632,3.4079795,1.5165037,2.4822023,2.420859,2.4137208,0.87115973,3.1422844,2.2431004,2.0073042,2.835491,2.985312,5.412144,3.5217724,1.8788947,1.0658302,3.1837485,3.2857459,1.874985,3.1397777,2.01794,3.6123972,1.8952404,2.933531,2.17948,1.9660221,1.2304063,1.5001296,2.5412645,4.510358,2.6360452,3.4186497,3.4478838,1.820279,0.95254844,1.6634465,1.9209186,2.0562143,0.7235694,3.0404644,2.9719043,3.216654,1.6807812,2.8331425,2.0304737,1.3815548,1.3293004,3.1427693,2.4024868,1.7780373,1.0582495,1.4118199,3.6125126,1.6197481,1.5064484,1.119023,3.4292593,0.9432122,1.4657927,1.4835893,2.42084,1.5552741,3.1492038,2.6218126,2.5344567,2.5186954,2.6648834,2.8720522,4.6824875,2.1846125,1.5552943,1.9352101,3.259176,2.1534073,0.9024318,3.6196017,1.0846064,2.6568582,2.548635,2.9995854,0.94496745,0.86420923,0.32643768,5.2909694,1.7292515,5.2071953,1.5220032,3.7878754,1.7615623,2.4946072,2.2165995,1.1963795,3.8450031,1.6682606,1.1107844,1.3984603,2.793263,2.6328454,1.4008639,1.6352854,2.1453676,2.6699753,1.6899107,2.8471406,1.9704831,1.4352149,2.243463,2.629617,0.78481174,1.7970845,1.8801988,1.9494916,2.2268043,0.8292437,3.0784519,2.8521423,2.0016735,3.2192426,3.4741323,2.8796163,2.3587034,4.0870934,1.8486524,3.7860522,3.3533,2.5652368,0.17474075,2.78966,1.4548932,1.7974604,2.0501502,4.329285,3.4966066,2.2350187,4.434656,1.0020418,2.3232532,4.278029,1.5769011,2.3820853,3.1632228,1.997595,1.9628597,1.8635094,1.7776169,2.1654418,1.5392041,3.4962027,2.0472784,1.9850026,2.5889518,2.6072679,4.6071353,1.805529,1.2840565,0.84893304,1.6299413,2.5802147,1.6522965,0.6256335,2.9398482,2.610163,1.8407573,2.990723,2.7305171,2.225499,1.994261,2.832169,4.1046953,1.3257402,1.4973247,1.3180516,3.288536,1.0373292,3.3704174,2.3469841,5.0570383,1.9105744,2.2289543,1.508027,3.9205651,1.8837163,1.9425123,3.6769764,2.2121506,1.8131615,1.9313523,0.65574133,1.8076425,0.5176782,3.1271894,3.945248,0.7916912,2.9200342,1.4253855,3.434074,2.8404336,2.5810702,2.1512408,1.6103398,0.66646165,1.1163981,3.1433618,2.0898235,1.6305906,5.740437,2.3547802,2.3274667,2.6779296,1.331019,2.6010895,1.7400336,3.3016882,2.0965772,1.0503199,0.84750074,1.0753542,2.4208386,2.1263456,2.1362808,1.0862021,1.9391029,2.9756765,2.561334,0.99354464,2.2160225,2.2678216,1.0140796,3.0605202,1.1817081,3.418315,1.9297289,3.6086993,2.0647144,1.4176949,2.1980672,1.059942,2.332154,2.6007638,2.1934783,0.86265445,3.579462,2.8833218,0.8764374,1.706753,2.4462168,0.7245109,1.3805351,0.8760024,1.1270074,1.4763696,3.2806494,1.4062842,1.953579,1.5599817,1.9457827,2.5554738,2.281414,2.3805225,3.2625077,2.099575,1.7636361,3.0445275,3.6720731,4.141186,4.1881404,2.9728796,3.002266,2.1440706,0.50524235,3.739654,2.0124905,1.5250614,2.5364523,2.0788007"
2,Cesaro SummabilityTool,Tool,Cesaro Summability,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'post-grunge', 'post-metal', 'progressive metal', 'progressive rock', 'rock']",6xttnk5U2VMVCaihaD0RPE,https://p.scdn.co/mp3-preview/e12b11bf6cdcdff4ce4c3e35a081fcaac28f1cda?cid=b8d3901151d34489a160e3cf0ab1fa94,86226.0,46.0,False,0.342,0.343,11.0,-21.736,0.0,0.191,0.000799,0.779,0.0832,0.196,115.35,4.0,"2.159655,2.4083972,2.3271515,2.4354935,2.967238,1.5569355,1.9489509,1.98826,3.3204675,3.0007138,1.8069961,2.911216,1.8481466,2.9269586,1.3053157,1.9297236,2.08888,3.3948624,1.7920996,3.875007,3.169809,1.6922436,2.0452309,2.4201043,1.875818,2.4736269,1.5728208,3.3779857,2.1367912,1.9885573,1.502323,1.8617098,1.3748565,2.6588564,1.0123295,0.7426252,1.847176,2.7176075,2.7057502,3.6935477,2.2149704,3.352638,2.190836,3.7516637,1.8468512,0.95469344,4.160261,1.141974,1.9444939,2.7728493,2.5487497,1.7549238,2.0969052,1.5279331,0.21700838,1.8924795,3.1976066,3.9736724,1.1933153,1.321651,2.5688796,2.9696631,3.3958778,1.3664076,3.7447968,2.9819245,0.53279763,2.1127849,2.0371687,0.9273802,0.46442047,2.0344388,1.3859557,4.8656707,0.21726964,1.3009524,2.5709503,2.2159684,1.8184726,2.2818406,3.4884331,2.1512191,1.4408236,2.7240667,3.3396232,2.5966117,1.1801969,2.8242555,1.493861,1.2338624,2.5211985,1.6512246,2.040811,1.5616566,0.8166949,1.8616884,2.4700246,2.370979,3.3851023,1.9582901,1.7133579,1.9448551,1.022987,0.60057104,4.3995485,2.9099379,1.9787078,2.1868281,2.3940637,3.7229912,0.9155096,3.1983368,1.5242774,1.8957169,2.6238518,2.4958062,2.8693864,1.8940114,2.1032648,2.4072304,2.1704936,1.324947,2.9453382,2.10173,2.4068098,3.919345,5.0290155,2.4007652,2.0082817,3.2894588,1.679744,1.7440392,4.9819245,1.4160769,0.95203036,2.6158977,1.9545983,2.3333642,2.4599044,2.4980147,1.6270344,3.923956,1.1821573,0.8122801,1.7263376,2.0925896,1.5663812,1.7534549,0.83670527,2.147141,3.0918665,3.7152367,3.8231292,3.189168,1.9383361,2.107202,2.3802762,1.7067115,2.783397,2.239411,0.64467424,2.2475545,4.258895,1.9602449,0.7052187,1.9338597,1.3149798,2.3594406,2.46873,4.5781283,1.9369509,2.0964532,2.695254,1.1438606,1.8292991,1.8614033,2.3088717,0.45817313,2.4887807,3.23162,2.6675746,1.2236066,0.53252393,1.3343602,2.291427,5.135818,1.6759923,2.680491,3.8819342,2.2883449,1.5320196,2.0169952,3.0159976,2.8632553,1.911753,2.481009,2.3759177,0.44123253,1.0752705,3.1074486,0.74277896,4.4003854,2.5678933,0.78158015,2.1900613,1.427277,1.5954167,2.3554015,0.71080065,2.096633,2.3724816,1.8239666,2.9305978,3.1837583,1.3510908,2.7712653,2.764034,1.1715316,1.2892205,2.985748,1.1365242,4.181642,2.533944,1.1007477,0.8593477,1.8505034,0.8580753,2.910943,1.2604722,1.566499,1.5720383,2.9625044,0.8953404,2.0805671,1.4160763,3.4524338,4.536806,2.5438156,2.736676,1.1517835,2.7340553,1.6549745,1.9568253,0.92372143,1.941413,1.9896098,2.526476,2.7210975,1.631205,4.731175,3.8247137,1.9198396,1.2311542,2.3151202,1.2129847,2.480219,3.248754,2.1132176,4.0544076,1.9792964,1.2380133,2.2081008,1.8190604,1.2187511,1.2623248,3.0113926,4.024664,2.325335,3.5474112,3.7271023,2.103453,0.97827715,1.3711298,1.62114,1.5136209,0.21607341,1.8361068,1.9031993,3.2814157,1.7226982,1.6959922,1.9235142,1.7000364,1.5632911,2.6348033,1.884077,1.7583418,1.0458806,1.1824375,2.435224,1.6208546,1.3445767,0.94745016,2.9792295,1.0073229,1.8593462,1.2761315,3.112392,1.8958172,2.6196294,2.138034,2.1742866,2.2269387,3.292528,3.1140327,4.775538,1.9562463,1.7811542,2.0987575,3.123882,3.3647752,0.6286607,2.862194,0.9448306,2.5435145,2.837632,2.4261718,1.7083191,0.77658904,0.5970711,4.149763,2.0996196,5.01782,0.81370354,4.1112056,1.7995572,2.0709648,1.5226691,1.6529858,2.5223668,1.5859015,0.94292843,1.8509258,2.424552,2.101531,1.5361199,1.5337387,2.2210448,2.142436,1.4523598,1.5841033,2.5408165,1.6280808,1.3773563,2.0491295,0.8794724,1.0185949,1.3765529,2.4762821,2.1881342,0.73058146,3.2701504,3.439358,1.3689971,2.6756895,2.5796592,3.3005922,3.0145633,2.707373,1.4109282,2.037585,2.2916846,2.332449,0.071570836,2.7387476,2.642291,2.1959846,3.0211282,2.591199,3.125008,1.3008941,4.3277626,1.1556085,2.613615,2.2390244,1.3815368,2.3836129,3.3448656,1.9312055,2.617343,1.5022775,1.8285257,1.5502923,0.41426077,3.663288,2.2363286,1.4900817,2.461247,2.6011224,2.437072,1.5811477,0.61873573,1.811884,0.7392185,2.0313942,1.5277689,1.0464897,2.9678519,2.1696455,1.6967745,3.125335,2.1653616,0.59559286,0.8725986,1.1705316,4.178777,0.5979161,1.2739121,0.8023561,2.9072099,1.0526149,3.1408095,2.508229,2.3257258,1.562348,1.317479,1.39757,4.0563054,2.4949744,1.2730652,3.882734,2.2876258,1.5950916,2.54111,0.6956933,1.832923,0.7541372,4.0726256,2.5464206,1.2423482,2.544087,0.72298974,3.556726,2.649665,1.8197155,1.3275989,1.4568813,0.7191587,0.8570833,2.502586,2.2970424,2.3295207,5.401074,1.9299709,2.9678977,2.1197357,1.4015337,2.6200407,1.5401798,3.5619621,1.4522372,0.76868683,0.7856627,0.81324095,1.8114033,1.7575336,1.9881932,1.2058221,1.5461624,3.1042721,2.8199983,1.0137981,3.160567,2.884256,0.5994306,1.76412,0.58223474,2.5748386,1.954537,3.0426018,1.465062,1.5004703,1.043516,1.3005316,2.7023144,2.5695543,2.7404082,0.8304124,1.4019226,1.7929438,0.9968039,1.5523103,2.0760524,0.51048726,1.6088449,0.6262437,1.0347683,1.0739022,1.7834405,1.1888288,1.9334395,1.2791958,1.9112749,1.4817117,1.2534097,2.7564933,2.9311478,2.3789907,2.7162702,2.7437851,4.080642,2.666676,3.994158,2.6687412,2.609397,1.2583126,0.5760723,3.13611,1.8801142,1.7990115,2.541422,1.8866026"
3,Dyslexic HeartPaul Westerberg,Paul Westerberg,Dyslexic Heart,"['alternative country', 'alternative pop', 'alternative rock', 'gbvfi', 'jangle pop', 'power pop', 'roots rock']",6h0lrpGtRIwbBiPHthDB3o,https://p.scdn.co/mp3-preview/ab43e42aa0b895003f7308a5ca3cdabd02939378?cid=b8d3901151d34489a160e3cf0ab1fa94,271200.0,49.0,False,0.637,0.902,0.0,-5.064,1.0,0.0292,0.0391,3.57e-06,0.128,0.843,136.575,4.0,"2.0636277,2.4203558,2.7444487,2.7469819,2.2706623,1.5814509,2.7584343,2.9261773,4.1678414,3.1814082,2.8889525,2.149078,1.9072453,2.7054975,2.4834142,2.3114035,2.2053888,3.7841501,2.7374182,3.866973,3.1332214,1.7613922,1.5108851,2.9364326,2.0553315,3.2390242,2.1170528,3.9852927,2.3603642,2.5506952,1.8433642,2.0958967,2.0139213,2.9096055,2.0281262,1.3037882,1.8636103,3.3645568,2.8316383,2.9806578,2.7754383,3.2830353,2.2857718,3.813836,2.223263,0.4962227,3.3565996,1.4976865,2.9086173,2.6620831,2.4577208,1.9066358,2.7563066,2.0756516,1.038405,2.437054,3.706963,3.5446067,1.8239037,1.1515841,3.0003266,2.9125266,3.548107,1.5725765,3.457289,2.6530442,1.1316628,2.5232973,2.0528789,2.1475315,0.5863554,2.3220625,1.7417185,4.109412,1.2187252,2.2526076,3.017436,2.8047442,2.5467649,2.1175294,3.5253587,2.3681178,1.588907,3.3012693,2.974275,2.448378,2.0826237,2.683317,2.1191964,1.4657494,2.0611808,2.1085005,2.0766726,1.3512864,1.6136658,1.7314501,2.5503204,2.3243148,3.644057,1.9158969,2.4301007,2.8460102,1.3851912,0.83068144,4.541388,2.6360316,3.1003895,2.3777616,2.1886792,2.7853394,1.0264198,3.4954863,2.3300748,3.2615602,3.210867,2.723768,2.894935,3.1786122,2.0808682,2.610883,2.2995567,2.002335,3.2547188,2.5926535,2.4165165,4.1946397,5.903164,2.9121466,2.0229206,4.5962105,1.6932505,1.9001366,5.7795515,2.4745858,1.0937603,2.5961356,2.1945927,2.4693375,1.7489334,2.806912,2.0100806,4.507567,2.0636601,1.6177473,1.725611,2.3454816,1.8427428,2.4785874,2.0041897,2.0026455,2.5670834,4.0424743,3.7066877,3.4491382,2.70563,3.2384477,2.1121104,1.7306621,2.7937317,2.7771773,1.1668403,2.2183757,3.5404785,1.9854969,0.748597,1.4137673,1.4524361,2.468003,2.163103,3.6840389,2.1085992,2.0791438,2.5926194,1.6713215,2.1963325,2.0644612,2.0977702,0.98085284,2.2888527,4.474794,3.2560894,1.4402385,0.700254,2.0374916,3.9146478,5.679518,1.5971677,2.7208748,3.6528702,3.051203,1.900743,2.680682,2.7734466,3.1862235,2.244686,3.4098804,2.72528,0.79557157,2.1401267,3.1041684,1.7188181,5.734581,2.5872226,1.0844417,2.6113393,1.9194406,2.070472,1.8879035,0.67823434,2.9163911,2.8300464,2.7437851,3.168876,2.6618218,1.5809698,2.5049233,2.5422208,2.078346,2.3557181,4.200021,2.0164921,2.8133824,2.7328322,1.796935,2.1209366,1.58711,1.803161,1.8018012,2.3200006,1.9896444,1.9090381,2.614267,1.7433358,1.8198164,1.8982332,2.9909508,4.074824,4.369005,2.898844,1.4714869,3.3682454,1.9511418,2.684778,0.79889756,2.273954,2.3195305,1.6295415,3.833336,1.6694833,5.187863,2.546243,2.143993,1.9562602,2.4521873,2.2734601,2.665995,1.618825,2.461618,4.0758905,1.8451303,2.254434,1.8620875,1.8799151,1.4345157,1.8681396,2.4312246,4.726811,3.1886907,3.4144468,4.5026693,2.8277328,2.1195078,2.1007836,1.9170058,1.7902412,1.393187,2.4292402,2.4612052,3.2364104,1.5859674,2.2885501,2.0642385,2.5183225,1.951556,3.9930403,2.0742311,2.1114438,2.0602653,2.2261589,2.1000583,2.230687,1.9140183,1.1123691,3.33061,1.3848695,2.1650105,1.9324057,3.0247965,1.5193286,3.0208197,2.0321171,2.0904007,1.9176164,2.050778,2.35411,4.8920603,2.2616487,2.0088382,2.65515,3.0031536,2.205663,0.7353014,3.8519702,2.1579568,2.9504366,4.85996,3.2338102,1.8036695,1.0350718,0.8849757,6.008354,2.7207918,5.3996496,1.8459421,4.8595204,2.27874,2.484575,1.9345726,2.4993093,2.607532,2.1965582,1.9461302,2.5180056,2.4928212,2.7227995,1.8817687,2.5812743,2.538898,2.295547,2.1903303,2.4014454,3.0835822,2.292051,1.2740682,2.2245953,0.77693236,1.9569486,2.0987794,1.5410728,2.5998204,1.154965,2.611165,2.7914307,1.9884187,2.9119985,2.811343,3.7349162,2.1411767,2.8177676,2.1732,2.2656348,3.6481917,3.200738,0.3661841,2.8369467,2.1450052,2.013312,2.2395594,2.386693,3.2756214,1.8198618,5.179209,1.2314801,2.027068,2.3300166,2.3165646,2.5035124,2.834039,1.8356014,2.4665205,2.4848726,2.6855536,2.4927807,1.493739,2.7174754,1.60664,1.9602963,3.3635669,3.6059706,4.206884,2.2950423,1.6532321,1.0657345,0.8365934,1.7000719,1.5362031,1.975879,3.2607617,2.3144138,1.8241106,3.134053,2.330302,2.00906,1.6463199,2.2708986,4.003926,1.4838884,1.6052592,2.144422,4.1179614,1.6008614,3.5130587,3.079231,3.7248297,1.5669128,1.6539072,1.3855788,4.0977306,2.9534476,1.3122264,5.6628113,2.4574943,1.9466845,1.973527,1.533109,1.6570929,1.33685,2.3842285,2.809705,1.2382697,2.8584905,1.3947868,2.9669778,3.121267,2.3734229,1.4353852,2.8102226,1.0145056,1.4100717,2.8791611,1.7480168,2.659011,5.608945,2.944446,2.3430462,2.7418084,1.8261585,2.9061122,2.3585606,4.1023116,1.7902948,1.2524933,1.6028353,1.3435045,2.0362685,2.0545754,2.462342,1.2315148,2.3673506,3.20405,3.8137872,1.6532239,2.649436,2.2289376,0.776846,2.8120732,1.0819625,2.184761,2.3252518,4.1467447,2.0235078,2.0502415,1.7226148,2.2518406,2.3881686,2.5431764,2.4802597,1.0921472,2.2361264,2.5831232,1.1046288,2.0273392,2.4225764,0.841715,1.5858611,1.7025101,1.8557589,2.0362036,2.552659,1.6463407,2.0713031,1.3898921,1.2641531,2.0209184,2.1528213,2.9273422,2.9023159,2.0180664,3.174466,2.7299492,2.8788905,4.7972174,3.5140512,3.2024257,2.7789407,1.8862368,0.78222144,3.459208,2.3812828,2.2081463,2.4911523,2.5743153"
